anno,attoid,cat,mese,metratura,posizione,prezzo,tipo,zonaOMI,garage,cantina
2021,5946848c-7d4c-4089-8db0-38240a6d88a6,A02,11,160 mq,"9.2093283, 45.464448",1200000,Residenziale singolo,C20,FALSE,FALSE
2021,9e3aef98-4dd9-4d5c-b5ff-8af695710b6e,A02,11,77 mq,"9.2124842, 45.4659502",645000,Residenziale singolo,C20,FALSE,FALSE
2021,76698780-596c-42e8-b3f8-aa03dcc126d3,A03,11,38 mq,"9.2089874, 45.4631842",280000,Residenziale singolo,C20,FALSE,FALSE
2021,3823b2db-cb36-4b14-b27d-371a7811f31f,A03,11,98 mq,"9.21073620649103, 45.4642278609882",800000,Residenziale singolo,C20,FALSE,FALSE
2021,be7d288c-be9d-49f9-9181-bdc4aad4e0ac,A03,11,90 mq,"9.21154581861844, 45.4634333627981",490000,Residenziale singolo,C20,FALSE,['7 mq']
2021,ba54cbdf-beda-4ebf-9f8f-da16bf8bc677,A03,12,109 mq,"9.2105424, 45.4643208",540000,Residenziale singolo,C20,FALSE,FALSE
2021,640d94b8-c3be-46e1-9116-dd00b2eb2da8,A04,12,44 mq,"9.21056010018958078890549923765512648502, 45.4643461733740674429944075970253096584",270000,Residenziale singolo,C20,FALSE,FALSE
2021,70f9a042-55e7-46c4-9788-a473aef40215,A03,4,85 mq,"9.209752, 45.4614631",470000,Residenziale singolo,C20,FALSE,['7 mq']
2021,f79aa2ee-af13-4fdc-9797-a65273ccf741,A04,4,2.5 vani,"9.2141297, 45.4617118",182000,Residenziale singolo,C20,FALSE,FALSE
2021,e756caee-c642-403b-8488-49bcd14cf3a1,A03,4,68 mq,"9.2097749, 45.4618354",400000,Residenziale singolo,C20,FALSE,['14 mq']
2021,2850e3a1-9f44-46d4-a7e8-b692abff67c6,A04,5,22 mq,"9.2137035, 45.4619059",67352,Residenziale singolo,C20,FALSE,FALSE
2021,4923598a-80c9-4325-811d-45013f9100f1,A04,5,3 vani,"9.2097749, 45.4618354",249000,Residenziale singolo,C20,FALSE,FALSE
2021,eed9adcb-2e20-4439-b51c-9031418e6cc1,A04,5,80 mq,"9.2137035, 45.4619059",395000,Residenziale singolo,C20,FALSE,FALSE
2021,b03c5356-9be8-446f-b86d-ba9e3c28273a,A04,6,22 mq,"9.2137035, 45.4619059",160000,Residenziale singolo,C20,FALSE,FALSE
2021,1450a9a0-5b0c-4485-8032-46da2c0f0789,A04,6,89 mq,"9.2097749, 45.4618354",505000,Residenziale singolo,C20,FALSE,FALSE
2021,f3ad7366-8c09-466f-891b-4d0d21ff66e7,A02,7,367 mq,"9.2097749, 45.4618354",1550000,Residenziale singolo,C20,FALSE,FALSE
2021,ec9a50a9-c762-426a-83d1-dbe6ce8786bd,A04,9,64 mq,"9.2141297, 45.4617118",430000,Residenziale singolo,C20,FALSE,FALSE
2021,3ad11fb6-2d4d-4ac9-80ba-753e42b24d6e,A03,9,75 mq,"9.2141297, 45.4617118",450000,Residenziale singolo,C20,FALSE,['7 mq']
2021,794abeeb-afa4-498b-98f6-22fca41397ec,A04,9,44 mq,"9.2141297, 45.4617118",290000,Residenziale singolo,C20,FALSE,FALSE
2021,b764d420-88a6-4910-ad84-d3b238e5e41d,A04,10,55 mq,"9.209752, 45.4614631",245000,Residenziale singolo,C20,FALSE,FALSE
2021,1503ab42-5d9f-4578-b9bd-98838f133b77,A04,11,29 mq,"9.2137035, 45.4619059",130000,Residenziale singolo,C20,FALSE,FALSE
2021,280a7095-f6a3-4f10-bb17-7d2c70a299b2,A04,12,43 mq,"9.21318219646223198755862762288752918908, 45.4619593197193254671670899095940316366",310000,Residenziale singolo,C20,FALSE,FALSE
2021,a0882821-ff0f-423c-b7e7-5d4330421520,A03,1,4.5 vani,"9.2082004, 45.460838",485000,Residenziale singolo,C20,FALSE,FALSE
2021,55a4b44a-9fb7-46d9-ad37-3b9e03869673,A03,2,3 vani,"9.209708, 45.4610584",245000,Residenziale singolo,C20,FALSE,FALSE
2021,98cfa7fb-e8ea-4d1d-9819-f8be3f0129b7,A04,2,2.5 vani,"9.208722, 45.4608338",292000,Residenziale singolo,C20,FALSE,['9 mq']
2021,23952309-7424-46ff-8dea-3453f575a869,A04,3,3 vani,"9.2096022, 45.4604662",310000,Residenziale singolo,C20,FALSE,FALSE
2021,15b82707-1a8c-4727-bd71-496d84bcbb6f,A04,4,44 mq,"9.2092411, 45.461162",270000,Residenziale singolo,C20,FALSE,FALSE
2021,40c03a05-49da-4953-873d-7ba6752299fe,A04,5,48 mq,"9.2106126, 45.46037",235000,Residenziale singolo,C20,FALSE,FALSE
2021,2f29516f-4d20-4319-b356-a1332d70f64d,A04,5,60 mq,"9.20973344041224035284878658173785825126, 45.4611041381305507196435570544950094521",320000,Residenziale singolo,C20,FALSE,['4 mq']
2021,8ab8c578-db90-4afd-9ee1-e6fc09ab428c,A03,6,51 mq,"9.2099816, 45.4604971",340000,Residenziale singolo,C20,FALSE,['5 mq']
2021,cd6f4d77-1e18-4706-94e5-0d22e08b40b5,A03,6,75 mq,"9.2082004, 45.460838",270000,Residenziale singolo,C20,FALSE,['6 mq']
2021,86b50c3f-a893-4c92-b76c-2cb8d7e6cb1b,A04,7,69 mq,"9.20948147614202, 45.4606872754395",365000,Residenziale singolo,C20,FALSE,FALSE
2021,11a507c4-dedf-48e6-8b5e-f5051ba44fc8,A03,7,40 mq,"9.209708, 45.4610584",218000,Residenziale singolo,C20,FALSE,FALSE
2021,e66176bb-8dc3-430c-9a45-2238538259f3,A04,7,100 mq,"9.20959533893349140025906995983264724891, 45.4608486555585171194514297864367180691",670000,Residenziale singolo,C20,FALSE,['7 mq']
2021,47cb7d58-1bff-42c8-ae53-4867f7a05b1e,A04,10,56 mq,"9.2082004, 45.460838",330000,Residenziale singolo,C20,FALSE,['17 mq']
2021,f4e5ac16-4432-4296-95ce-77c84871d077,A04,10,92 mq,"9.2099816, 45.4604971",485000,Residenziale singolo,C20,FALSE,FALSE
2021,9f314c1e-e2c7-4e47-ac7f-4f12dc6769ed,A04,12,57 mq,"9.2106126, 45.46037",312000,Residenziale singolo,C20,FALSE,FALSE
2021,476662d1-43f8-4f2c-a92d-ef315c7fd672,A03,12,112 mq,"9.2108177, 45.4606739",690000,Residenziale singolo,C20,FALSE,['9 mq']
2021,2fe4c020-fce0-4b56-bdfb-86278b930939,A03,6,56 mq,"9.2114541, 45.4596306",300000,Residenziale singolo,C20,FALSE,FALSE
2021,252b545c-232b-4132-9030-43ef443bda86,A04,7,28 mq,"9.2114541, 45.4596306",125000,Residenziale singolo,C20,FALSE,FALSE
2021,6a329046-8ec9-42ee-b44c-242ddac7b0f3,A03,9,82 mq,"9.2119924, 45.4595394",395000,Residenziale singolo,C20,FALSE,FALSE
2021,13f618f7-aedf-47c3-8bad-ec1131078438,A02,10,47 mq,"9.2098132, 45.4599337",275000,Residenziale singolo,C20,FALSE,FALSE
2021,e931e76e-f92d-4b30-b072-44baae69eedf,A02,12,124 mq,"9.2119924, 45.4595394",800000,Residenziale singolo,C20,['17 mq'],['10 mq']
2021,8ac6de42-3b62-4397-9626-ad6964347572,A03,4,79 mq,"9.2105115, 45.4578451",470000,Residenziale singolo,C20,FALSE,FALSE
2021,fec31024-4d50-454f-9cdc-864072a00694,A03,5,40 mq,"9.21056646984592042242901230194818766334, 45.4578698020268507904699298113262746037",285000,Residenziale singolo,C20,FALSE,FALSE
2021,cac30326-6ada-41da-be62-a971f1b894be,A03,5,123 mq,"9.210899, 45.4577168",620000,Residenziale singolo,C20,FALSE,FALSE
2021,fbbe1487-c2e4-4a32-b184-8e0b1c729374,A03,6,81 mq,"9.2076588, 45.4597014",600000,Residenziale singolo,C20,FALSE,['5 mq']
2021,00dc27d0-dd40-4925-b636-181cba73b9ab,A03,10,110 mq,"9.2076588, 45.4597014",780000,Residenziale singolo,C20,FALSE,FALSE
2021,228e526c-3f13-4921-9271-b2292ffcdb45,A02,1,5.5 vani,"9.21045911475631684269546477975553607067, 45.4573578908651923228306599838728423948",655000,Residenziale singolo,C20,FALSE,['4 mq']
2021,9a1fb93d-24c5-4814-a8d1-b82ba8bc8a87,A03,2,3.5 vani,"9.20903490785465, 45.4573412281336",440000,Residenziale singolo,C20,FALSE,FALSE
2021,84f1fa75-3847-49eb-ae32-0de6e77b4fd1,A02,3,222 mq,"9.21045911475631684269546477975553607067, 45.4573578908651923228306599838728423948",1210000,Residenziale singolo,C20,FALSE,FALSE
2021,c9914fba-cd3d-48e7-8735-20d5a7aadb35,A03,3,66 mq,"9.2078773, 45.4585599",335000,Residenziale singolo,C20,FALSE,FALSE
2021,1b777c12-40b6-4918-a287-8729a47a8e77,A03,4,75 mq,"9.2133432, 45.4553638",540000,Residenziale singolo,C20,FALSE,FALSE
2021,c9aee43f-a16f-4e24-93a2-5bb832f86658,A04,5,2.5 vani,"9.20746826227361310170951170230053153355, 45.4594388021364031592849615867400381686",205000,Residenziale singolo,C20,FALSE,FALSE
2021,369c8a14-4ebf-4c39-a4c7-fa0e507df981,A02,10,140 mq,"9.2072265, 45.4588872",840000,Residenziale singolo,C20,['18 mq'],['8 mq']
2021,6017a072-1f3a-4c0f-ba98-836446f8302c,A04,10,43 mq,"9.2072265, 45.4588872",240000,Residenziale singolo,C20,FALSE,FALSE
2021,ede290d7-67d2-402c-94e1-f1281b94a0c3,A04,12,5 mq,"9.2133432, 45.4553638",7500,Residenziale singolo,C20,FALSE,FALSE
2021,3e8e3fd7-43ca-4d22-b599-df2596fb35cb,A03,12,54 mq,"9.20985315098614, 45.457639520254",380000,Residenziale singolo,C20,FALSE,FALSE
2021,578ab9c7-bad4-4612-b660-25ef5e9326ab,A04,12,60 mq,"9.2072727, 45.4587029",250000,Residenziale singolo,C20,FALSE,FALSE
2021,fa928814-6f4a-4a19-8176-9890964b27b5,A03,1,5 vani,"9.2090186, 45.4573367",445000,Residenziale singolo,C20,FALSE,FALSE
2021,8b5b2787-1b37-4be4-806b-09e742acdb9b,A03,1,1.5 vani,"9.207565, 45.4579067",170000,Residenziale singolo,C20,FALSE,FALSE
2021,d503e025-bce5-46a7-9f07-9c61dd9c294a,A04,1,1.5 vani,"9.208716, 45.4567312",122000,Residenziale singolo,C20,FALSE,FALSE
2021,ac284628-b9db-4d02-9d72-44336d9ed614,A04,2,4 vani,"9.2067049, 45.4576402",540000,Residenziale singolo,C20,FALSE,FALSE
2021,ba2bfc35-9673-4370-99ea-59e7f0c9a53a,A04,2,2 vani,"9.207565, 45.4579067",78000,Residenziale singolo,C20,FALSE,FALSE
2021,ad9cde7c-4550-412a-931e-235ec38c0032,A03,2,2.5 vani,"9.2070335, 45.4581031",325000,Residenziale singolo,C20,FALSE,['5 mq']
2021,7ce6ad2f-67a1-4a30-b385-b6f59b8a298e,A04,3,5.5 vani,"9.2067049, 45.4576402",450000,Residenziale singolo,C20,FALSE,FALSE
2021,1f1d5763-b09e-41ec-81b6-9360093d2243,A03,4,77 mq,"9.2069065, 45.4574463",390000,Residenziale singolo,C20,FALSE,['11 mq']
2021,ae2a9946-15f2-4b4a-8670-3ca460b490e5,A03,4,35 mq,"9.2090186, 45.4573367",275000,Residenziale singolo,C20,FALSE,FALSE
2021,aae2d8e9-a64f-455b-af4d-5720f05f51ce,A03,4,35 mq,"9.212897, 45.4553113",340000,Residenziale singolo,C20,['17 mq'],FALSE
2021,4c37ef18-5b10-4a16-926b-dbb1a35183a1,A04,6,25 mq,"9.20689676175938621341183375521667445854, 45.4566897052881062522345576624786130415",170000,Residenziale singolo,C20,FALSE,FALSE
2021,adfae4a4-d3e1-4baa-9a5a-c81eff6ba282,A03,6,25 mq,"9.20689676175940404352194577879287887574, 45.4566897052880951995181630017931612938",177000,Residenziale singolo,C20,FALSE,FALSE
2021,2d45ab49-f068-476a-a94b-baa733280c6f,A04,6,23 mq,"9.2070335, 45.4581031",175000,Residenziale singolo,C20,FALSE,FALSE
2021,83a70d2b-0b59-4faf-9456-c09d8d967c85,A02,6,205 mq,"9.2084765, 45.4559896",1140000,Residenziale singolo,C20,FALSE,FALSE
2021,7385f02b-dbf9-49d8-8c23-b30c636a7d84,A02,6,129 mq,"9.21074707816059612154150328530221441292, 45.4559636908088586995773621714312506929",760000,Residenziale singolo,C20,['15 mq'],['11 mq']
2021,c6337035-b7df-4823-b324-5928adbb571f,A03,7,73 mq,"9.2083725, 45.4575907",595000,Residenziale singolo,C20,FALSE,['11 mq']
2021,b4dd4ab1-d4ca-45eb-8a43-b2effd283a44,A04,7,92 mq,"9.20704216103580086171594480918498210907, 45.4576428740875769714013102638304798911",220000,Residenziale singolo,C20,FALSE,FALSE
2021,e878912a-cf23-45ca-8404-3d641ef65490,A03,7,75 mq,"9.2090186, 45.4573367",390000,Residenziale singolo,C20,FALSE,FALSE
2021,8d3afb1d-c0e4-46c7-921e-69bda998db30,A04,7,25 mq,"9.20666818347402, 45.458344065892",227600,Residenziale singolo,C20,FALSE,FALSE
2021,1b19bd7c-e85f-4e51-9cc7-6e6109056e30,A02,9,120 mq,"9.2095407, 45.4560877",800000,Residenziale singolo,C20,['12 mq'],FALSE
2021,78f79681-7c60-4269-8e1f-04aa84d779bd,A03,9,42 mq,"9.2067049, 45.4576402",280000,Residenziale singolo,C20,FALSE,FALSE
2021,7a345d52-a297-4589-944b-214ce070555b,A04,9,75 mq,"9.20760701842366209523913190530818657023, 45.4579180094125648992580567281817598653",360000,Residenziale singolo,C20,FALSE,['8 mq']
2021,840da310-461c-44e9-9d0e-7a9ef7587d52,A03,10,54 mq,"9.207565, 45.4579067",430000,Residenziale singolo,C20,FALSE,FALSE
2021,a3e7b1b2-6b82-4a1b-935e-c3a2eaa71e40,A04,10,56 mq,"9.20614230504538793901356074658622787935, 45.4573835676964016164118179313679550493",375000,Residenziale singolo,C20,FALSE,FALSE
2021,075b138b-f047-4e16-9b36-ea83ae72e3b1,A03,10,112 mq,"9.207565, 45.4579067",87945,Residenziale singolo,C20,FALSE,['4 mq']
2021,fc9ab722-88c3-4df0-ba2a-a4413f23bece,A04,11,57 mq,"9.20698562998004311024372213176591618856, 45.4581360643969527543937604075439423382",50000,Residenziale singolo,C20,FALSE,"['3 mq', '5 mq']"
2021,5f272a35-d01a-43e8-a4a3-6c16d1304d03,A03,11,57 mq,"9.2095407, 45.4560877",340000,Residenziale singolo,C20,FALSE,FALSE
2021,96f737c4-3484-4cbc-859a-a10dba2e4587,A04,11,2.5 vani,"9.20689676175938621341183375521667445854, 45.4566897052881062522345576624786130415",275000,Residenziale singolo,C20,FALSE,FALSE
2021,5180c2c1-69b2-4178-b8f0-1727cf387cf8,A03,11,151 mq,"9.2092028, 45.4569865",1200000,Residenziale singolo,C20,FALSE,FALSE
2021,f079b5bb-3ee0-4d18-bc48-1916085e5f2f,A02,11,67 mq,"9.20686701265997, 45.456974350047",524776,Residenziale singolo,C20,FALSE,FALSE
2021,b96ce90f-fbf0-49df-b0e3-7d1084d9b88c,A03,12,67 mq,"9.207565, 45.4579067",390000,Residenziale singolo,C20,FALSE,FALSE
2021,4ca81fc1-056a-44a4-8a1a-c99c4b27f26f,A03,12,92 mq,"9.2090186, 45.4573367",618000,Residenziale singolo,C20,FALSE,FALSE
2021,f53d2f13-f3bb-42dd-a3e5-6dc440f8248a,A02,12,195 mq,"9.2096209, 45.4566163",1255000,Residenziale singolo,C20,['35 mq'],['8 mq']
2021,a8f00496-de6e-4532-b20c-293d658373e1,A03,1,2.5 vani,"9.21185791902413, 45.4519321877772",240000,Residenziale singolo,C20,FALSE,['5 mq']
2021,ff0acfb5-365d-4e4b-b421-130b548896d4,A02,1,7 vani,"9.20942759783239826728753432171105679209, 45.4554049947102667729326566182705006759",680000,Residenziale singolo,C20,['12 mq'],['4 mq']
2021,d0876637-e655-4414-b422-c967bd57223f,A03,2,9.5 vani,"9.2115689, 45.4548756",1130000,Residenziale singolo,C20,FALSE,FALSE
2021,12b0cd2f-e8d8-4b55-8f6c-5c2c77a0c4a0,A03,2,4 vani,"9.208517, 45.4545947",240000,Residenziale singolo,C20,FALSE,FALSE
2021,47e43d37-f4cd-4c6b-a5a1-d82ea34a3020,A03,2,6 vani,"9.21365270568292, 45.4526572612015",715000,Residenziale singolo,C20,FALSE,FALSE
2021,9ce8a377-24bf-4d46-8d3a-b37454677248,A03,3,4.5 vani,"9.21163, 45.4519707",325000,Residenziale singolo,C20,FALSE,FALSE
2021,b9bd592c-0313-45ca-bd0e-095361681554,A03,3,50 mq,"9.21244862152774399901734553901762110578, 45.4527743885882484777251736747813563739",365000,Residenziale singolo,C20,FALSE,FALSE
2021,9f40ff20-82af-4fd1-9ac5-5c6a4ce0c90e,A03,4,76 mq,"9.20873954637861, 45.455649089681",215000,Residenziale singolo,C20,FALSE,FALSE
2021,ca8e126e-e15f-4833-8dec-010cacb6fdc3,A03,4,70 mq,"9.2134353, 45.4542293",71092,Residenziale singolo,C20,FALSE,['3 mq']
2021,3849f30a-2788-42fe-ba38-10282feea17b,A03,4,69 mq,"9.21244862152774399901734553901762110578, 45.4527743885882484777251736747813563739",330000,Residenziale singolo,C20,FALSE,['13 mq']
2021,bb5c4e8f-7210-4e60-94c8-d67794019a04,A03,4,69 mq,"9.2088316, 45.4554787",430000,Residenziale singolo,C20,FALSE,FALSE
2021,ac596814-b3be-4726-bad4-5d71d42257ab,A03,5,104 mq,"9.2139417, 45.453283",675000,Residenziale singolo,C20,FALSE,['6 mq']
2021,ac3256d6-5441-4795-a600-e18c4aa9d263,A03,5,103 mq,"9.2084874, 45.4553523",700000,Residenziale singolo,C20,FALSE,"['3 mq', '7 mq']"
2021,f77b17ae-6a2a-44fe-a5de-bf0eee5c0ee5,A03,6,63 mq,"9.21365270568292, 45.4526572612015",385000,Residenziale singolo,C20,FALSE,FALSE
2021,65157923-ec72-4d47-abf5-9b30c32c3064,A03,6,56 mq,"9.20915839324651, 45.4554581519044",317500,Residenziale singolo,C20,FALSE,FALSE
2021,8ffa2ee1-8335-446f-9746-d7b565e9222f,A03,7,38 mq,"9.211827, 45.4541011",201240,Residenziale singolo,C20,FALSE,FALSE
2021,46800ca1-810c-47a1-89d7-b1da0c04709d,A02,7,112 mq,"9.20915839324651, 45.4554581519044",610000,Residenziale singolo,C20,FALSE,FALSE
2021,2680900f-d4bc-46d6-abda-753a7ba50381,A03,7,40 mq,"9.20811575914844779802003684199622813578, 45.4556573560424000373201311802857255079",28175,Residenziale singolo,C20,FALSE,['18 mq']
2021,29c8e2f6-9171-4a87-a4e5-357c6be1e6dd,A03,8,52 mq,"9.2134353, 45.4542293",303150,Residenziale singolo,C20,FALSE,['7 mq']
2021,8c7e19fb-bd76-4b42-a665-862c72087dd1,A02,8,87 mq,"9.2122042, 45.4539341",600000,Residenziale singolo,C20,FALSE,FALSE
2021,768fbc30-46db-484b-a5b7-e35799f74b5f,A03,9,18 mq,"9.2057454, 45.4564521",119500,Residenziale singolo,C20,FALSE,FALSE
2021,1fcbb787-e808-4cb4-93a8-08c29774be21,A04,9,59 mq,"9.2089991, 45.4553449",280000,Residenziale singolo,C20,FALSE,FALSE
2021,78c5e276-4f6f-42ed-a802-16db3c31e081,A03,9,93 mq,"9.2057454, 45.4564521",480000,Residenziale singolo,C20,FALSE,['4 mq']
2021,2005ea36-a912-4c51-aaea-3e452c42d393,A02,9,44 mq,"9.208517, 45.4545947",325000,Residenziale singolo,C20,FALSE,FALSE
2021,348c5130-8d21-43d7-a421-0eaaabfb80a9,A03,11,73 mq,"9.21389036706089128115270846095590156677, 45.4532642646839892758698855891331216274",410000,Residenziale singolo,C20,FALSE,FALSE
2021,ee8c7c78-57be-4355-b301-5f047b8e49f9,A02,11,136 mq,"9.2057454, 45.4564521",750000,Residenziale singolo,C20,FALSE,['7 mq']
2021,ab74ff94-8a0b-4dab-956a-3fde286a97ab,A02,12,159 mq,"9.211827, 45.4541011",700000,Residenziale singolo,C20,['14 mq'],FALSE
2021,1dc6ba4a-1e5c-4165-8778-92315e110e76,A03,12,3 vani,"9.211827, 45.4541011",290000,Residenziale singolo,C20,FALSE,['7 mq']
2021,10830998-5647-4d26-ac53-9711d4d17db6,A02,1,6.5 vani,"9.207038, 45.4550213",131829,Residenziale singolo,C20,FALSE,FALSE
2021,652f2405-df0e-42de-82c2-be9304b4bfe0,A03,2,6 vani,"9.2091125, 45.4521794",500000,Residenziale singolo,C20,FALSE,['4 mq']
2021,b7048cbb-5c40-4b02-93ae-2d9e8a0d2cbb,A03,3,3.5 vani,"9.20650262363487993840847961467054641623, 45.4554521637472075388214655923781489411",307000,Residenziale singolo,C20,FALSE,FALSE
2021,6e086f7f-d90e-4b20-8a92-3295914437be,A04,3,3.5 vani,"9.209312, 45.4524495",410000,Residenziale singolo,C20,FALSE,FALSE
2021,58783d43-c804-48e6-b11a-df04ae20a7e1,A04,3,66 mq,"9.2102139, 45.4525372",350000,Residenziale singolo,C20,FALSE,FALSE
2021,5237d560-7db1-4f7a-b7a0-ff9b6fbd9b46,A03,3,58 mq,"9.2093254547169766765096031572460813335, 45.452430284925694632621954741529556812",165000,Residenziale singolo,C20,FALSE,FALSE
2021,b717c9fc-07f6-41cf-b193-3846f6799072,A03,4,58 mq,"9.207038, 45.4550213",187000,Residenziale singolo,C20,FALSE,FALSE
2021,c9befc65-db79-49c6-9aee-c4f30c6f68e6,A04,5,58 mq,"9.2086291, 45.4530654",340000,Residenziale singolo,C20,FALSE,FALSE
2021,1630efda-9962-40e2-ba60-11123d246c67,A02,6,188 mq,"9.2086291, 45.4530654",860000,Residenziale singolo,C20,FALSE,FALSE
2021,1fa70705-6ee4-4f56-a711-e1d5efc3d5bc,A03,6,84 mq,"9.20902933592177721612350972036686842087, 45.4535529321459682438753256831462396581",510000,Residenziale singolo,C20,FALSE,['13 mq']
2021,71f6aabc-1785-4d46-a00d-561c5f94b5f5,A04,6,49 mq,"9.2102139, 45.4525372",90000,Residenziale singolo,C20,FALSE,FALSE
2021,4d6e4ed3-4893-4df0-8e23-e565d57504da,A03,7,45 mq,"9.20911546171243, 45.4521899799031",252000,Residenziale singolo,C20,FALSE,FALSE
2021,4a8e03e9-900d-42c9-8370-102ded0b0386,A03,7,61 mq,"9.20703575914930720949582865472798080221, 45.4550030436245927004841674087091507087",177000,Residenziale singolo,C20,FALSE,['4 mq']
2021,e8fee52f-9396-4da6-8654-f410384d3c94,A04,9,53 mq,"9.2106768, 45.4519531",415000,Residenziale singolo,C20,FALSE,FALSE
2021,43fd8d49-152c-45f9-9f8e-f61db7db61a1,A03,1,3.5 vani,"9.2063634, 45.4506528",450000,Residenziale singolo,C20,FALSE,FALSE
2021,78938606-503a-4804-a326-5468640ec2fb,A03,4,133 mq,"9.2063728, 45.4538091",765000,Residenziale singolo,C20,FALSE,['10 mq']
2021,d9470d6f-3eb8-48fc-a20a-2850f63ed2d6,A03,5,53 mq,"9.2063728, 45.4538091",375000,Residenziale singolo,C20,FALSE,FALSE
2021,93fad279-327f-4889-888c-86dfe4646ed6,A03,6,74 mq,"9.2076204, 45.4518438",51002,Residenziale singolo,C20,FALSE,FALSE
2021,4a6d16e0-a46f-40de-8cdb-66f8fea9e97a,A03,9,78 mq,"9.2067921, 45.4507652",390000,Residenziale singolo,C20,FALSE,FALSE
2021,3f85fe1a-2098-4305-83d4-894bd1374223,A04,9,63 mq,"9.20577906710102, 45.4552590070393",440000,Residenziale singolo,C20,FALSE,['3 mq']
2021,2f6d6714-4f6c-4ceb-81d3-385870974352,A03,9,91 mq,"9.2075304, 45.4515777",630000,Residenziale singolo,C20,FALSE,['3 mq']
2021,776d7878-d5e1-40f4-8935-c056703d3abb,A03,9,86 mq,"9.20577906710102, 45.4552590070393",800000,Residenziale singolo,C20,FALSE,FALSE
2021,0f5bb57e-af08-4000-b7ef-dd6573a64076,A03,12,73 mq,"9.2075304, 45.4515777",550000,Residenziale singolo,C20,FALSE,['6 mq']
2021,90fadd88-f3d6-4efc-b13e-9b484afebd1d,A04,12,58 mq,"9.20674401491219, 45.4507347511255",345000,Residenziale singolo,C20,FALSE,FALSE
2021,de2d906e-0672-4132-86b1-330b45546791,A04,12,84 mq,"9.2067921, 45.4507652",460000,Residenziale singolo,C20,FALSE,FALSE
2021,498d5490-66a8-4b74-9741-684436538125,A03,12,94 mq,"9.2063728, 45.4538091",665000,Residenziale singolo,C20,FALSE,FALSE
2021,2075d4cd-0bea-4bdf-9f55-b8e0b9fa0e1d,A03,1,4 vani,"9.208293, 45.4500291",362000,Residenziale singolo,C20,FALSE,FALSE
2021,a6d2a4bb-7f45-4e01-99ec-f940925afac0,A04,1,3.5 vani,"9.208169, 45.4515273",335000,Residenziale singolo,C20,FALSE,FALSE
2021,4c8503f7-002d-405f-ba8e-bd2fd9358fbf,A04,1,4 vani,"9.208829, 45.4512728",46600,Residenziale singolo,C20,FALSE,FALSE
2021,7a6efbc9-eff7-48dd-bf3e-6e5b181e11d8,A03,2,6.5 vani,"9.20879946822258249532425300181549596621, 45.4519221776159291635486787717686341713",550000,Residenziale singolo,C20,FALSE,FALSE
2021,be6bb405-55da-4eb1-8add-edff314fc5e7,A03,2,2.5 vani,"9.208169, 45.4515273",285000,Residenziale singolo,C20,FALSE,FALSE
2021,a9cdd31b-635d-4ed4-886f-1f41a4a89504,A02,3,5.5 vani,"9.208293, 45.4500291",590000,Residenziale singolo,C20,FALSE,['6 mq']
2021,0771de31-8eba-4b1b-af7e-887ee3573cf7,A03,3,72 mq,"9.20850125481881, 45.4515226607925",450000,Residenziale singolo,C20,FALSE,FALSE
2021,0176dff0-6073-4574-885a-5ad945cfc21c,A03,3,64 mq,"9.20879946822258249532425300181549596621, 45.4519221776159291635486787717686341713",380000,Residenziale singolo,C20,FALSE,FALSE
2021,624e5db4-d25f-4230-a725-953b0ae7d8f0,A03,4,70 mq,"9.208293, 45.4500291",320000,Residenziale singolo,C20,FALSE,FALSE
2021,bc7c1b0a-3a9a-48a5-90c7-1855aa6446ba,A03,4,59 mq,"9.2109257, 45.4505803",342000,Residenziale singolo,C20,FALSE,FALSE
2021,5f60b98e-a186-4a63-ad45-ba589a24761f,A02,5,87 mq,"9.208293, 45.4500291",517000,Residenziale singolo,C20,FALSE,['7 mq']
2021,77c6457e-4c2f-42b2-82a3-c534bf5bff71,A04,6,70 mq,"9.21106967227203491695570141643736381652, 45.4508484929073508674057678778888692818",240000,Residenziale singolo,C20,FALSE,FALSE
2021,4b7ab04e-9fa1-41c3-a22e-8ff1731ea8e4,A03,6,69 mq,"9.2084653, 45.4515169",86300,Residenziale singolo,C20,FALSE,FALSE
2021,7b2eadff-fdcf-4822-98ee-3fe6efe1fc73,A03,6,68 mq,"9.2084653, 45.4515169",370000,Residenziale singolo,C20,FALSE,FALSE
2021,05d09e65-3bbb-4f03-9339-3e838200c88f,A03,7,49 mq,"9.20850125481881, 45.4515226607925",250000,Residenziale singolo,C20,FALSE,FALSE
2021,52c743d0-6d1e-475f-af57-7d41db75bf9c,A03,7,115 mq,"9.2107891, 45.4508965",378000,Residenziale singolo,C20,FALSE,['4 mq']
2021,666626fc-73a0-4ead-8814-23dad9b5fa42,A02,7,137 mq,"9.2084653, 45.4515169",200000,Residenziale singolo,C20,['12 mq'],['7 mq']
2021,b8fcff5f-73eb-440f-b1dc-05bd5d60afd9,A03,9,88 mq,"9.2092516, 45.4512311",685000,Residenziale singolo,C20,"['16 mq', '26 mq']",FALSE
2021,d39fe4b7-2e45-45cc-a930-c8374e5ded3c,A02,9,153 mq,"9.208293, 45.4500291",819000,Residenziale singolo,C20,FALSE,"['3 mq', '7 mq']"
2021,4ccbb098-0bcf-4192-843d-d9d77970aed8,A03,9,64 mq,"9.2084653, 45.4515169",310000,Residenziale singolo,C20,FALSE,FALSE
