anno,attoid,cat,mese,metratura,posizione,prezzo,tipo,zonaOMI,garage,cantina
2021,297b245a-8f81-468a-ad90-ececad702098,A03,1,4 vani,"9.2263207, 45.444165",220000,Residenziale singolo,D18,FALSE,FALSE
2021,61584ddd-ef3b-4dab-8675-f47b80e80ad0,A03,2,4 vani,"9.2260004, 45.4441817",108000,Residenziale singolo,D18,FALSE,FALSE
2021,77fcf280-b763-40a4-9c24-d7f6d9ec8a0b,A03,2,4 vani,"9.2260004, 45.4441817",210000,Residenziale singolo,D18,FALSE,FALSE
2021,bc343796-7f4b-4dbe-93e0-a31f94ae15eb,A03,2,3.5 vani,"9.2257667, 45.4427826",180000,Residenziale singolo,D18,FALSE,FALSE
2021,fd57b65b-5376-4e9a-a389-19f1fe53611f,A02,3,3 vani,"9.2262873, 45.4435531",300000,Residenziale singolo,D18,FALSE,FALSE
2021,fc3284b7-8ec0-49d9-a4c5-1ec97770a1da,A03,4,69 mq,"9.22664959750515929032362090470275221175, 45.4435881533118004796235506758575330854",270000,Residenziale singolo,D18,FALSE,FALSE
2021,6ae12841-9b2f-40cc-809a-be912136ab4d,A03,5,58 mq,"9.22635555051021025410613152146691707851, 45.4441264139919800083492471361005978119",192500,Residenziale singolo,D18,FALSE,FALSE
2021,9578b501-1cb8-4461-a47e-e86ed025169b,A03,5,71 mq,"9.2267259, 45.4435786",62100,Residenziale singolo,D18,FALSE,FALSE
2021,55b64816-badd-4364-a957-178d07ef9d86,A03,6,65 mq,"9.2248979, 45.4439398",230000,Residenziale singolo,D18,FALSE,['12 mq']
2021,2141f9c3-8b0d-4476-b1c5-e42ccb85232f,A03,6,75 mq,"9.2254601, 45.4428302",300000,Residenziale singolo,D18,['25 mq'],FALSE
2021,2f33af09-2373-40c9-8a1a-2005d891ddbb,A03,6,84 mq,"9.2253777, 45.4408266",260000,Residenziale singolo,D18,FALSE,FALSE
2021,ed86ab99-803e-4877-a189-723fca0cdf12,A03,7,62 mq,"9.2262873, 45.4435531",200000,Residenziale singolo,D18,FALSE,FALSE
2021,af3cdcba-6121-4990-8775-3b70ec1b9d7a,A03,7,39 mq,"9.22530655827866227015995730587259212671, 45.4408777674561070715570798227770017181",142500,Residenziale singolo,D18,FALSE,FALSE
2021,3cca07d7-67b2-47f8-8672-f17bb3a09275,A03,7,55 mq,"9.2253777, 45.4408266",65000,Residenziale singolo,D18,FALSE,FALSE
2021,24fe2747-74d0-4557-978a-b18850c25c80,A03,7,90 mq,"9.2257667, 45.4427826",230000,Residenziale singolo,D18,FALSE,FALSE
2021,bf0ba9a8-c450-4db4-bb0a-11aa15b667da,A03,7,68 mq,"9.2267259, 45.4435786",195000,Residenziale singolo,D18,FALSE,FALSE
2021,00116cd6-3e25-45b6-9e52-1668ce2e9714,A03,9,41 mq,"9.2260004, 45.4441817",150000,Residenziale singolo,D18,['17 mq'],FALSE
2021,1d3f246b-d887-4099-bf21-04c9052326ac,A02,9,62 mq,"9.2253777, 45.4408266",335000,Residenziale singolo,D18,['17 mq'],['3 mq']
2021,61f873fd-37f3-4919-9e52-23e9fff578bd,A02,9,112 mq,"9.2263207, 45.444165",550000,Residenziale singolo,D18,['17 mq'],['3 mq']
2021,8a8d89d8-a7e2-45dd-ad5d-d05a636352e6,A03,10,69 mq,"9.2260004, 45.4441817",197000,Residenziale singolo,D18,FALSE,['8 mq']
2021,466e8c2e-a00f-44a8-a7ea-433663a8c3c8,A03,11,67 mq,"9.22600324187319196043243395772667609023, 45.444182149439175543243225194713791426",210000,Residenziale singolo,D18,FALSE,FALSE
2021,45d3bdaf-b210-4242-b061-7869c4b00f54,A03,12,68 mq,"9.2263207, 45.444165",235000,Residenziale singolo,D18,FALSE,FALSE
2021,6dc94429-c257-4d94-9431-2a4a1693d1a3,A03,2,5 vani,"9.2264173, 45.4420479",270000,Residenziale singolo,D18,FALSE,FALSE
2021,45486f67-afed-42d0-96b1-b4f3f5af9ee9,A03,4,65 mq,"9.22634595493970019699792021529895440721, 45.4420742839103049040358075517189913436",175000,Residenziale singolo,D18,FALSE,FALSE
2021,5fff84fe-6ff2-4e11-b160-298770340555,A03,7,62 mq,"9.2271748, 45.4430085",235000,Residenziale singolo,D18,FALSE,FALSE
2021,3251e75e-1b15-4d18-b170-e8ceaea9bae8,A03,7,70 mq,"9.2271748, 45.4430085",220000,Residenziale singolo,D18,FALSE,FALSE
2021,9ee46142-9dda-4d57-9136-a503f74a4b3f,A03,9,110 mq,"9.2264173, 45.4420479",388000,Residenziale singolo,D18,FALSE,FALSE
2021,b7d94823-bf4e-4514-8289-af149d819590,A03,10,65 mq,"9.2264173, 45.4420479",213000,Residenziale singolo,D18,FALSE,FALSE
2021,5ee4d23d-d7b2-4b27-bb14-6d2f63f709ca,A03,11,86 mq,"9.22713771997574044475647580567340892097, 45.4429899824559391056115953950485191473",300000,Residenziale singolo,D18,FALSE,FALSE
2021,5d699a4d-6a4b-4ac3-982e-42b011a7b54d,A03,2,3 vani,"9.2289458, 45.4390327",135000,Residenziale singolo,D18,FALSE,FALSE
2021,708aad97-abd4-4cbd-8200-ccf1b0d7f918,A03,4,66 mq,"9.2280773, 45.4394293",175000,Residenziale singolo,D18,FALSE,FALSE
2021,80b2884a-dc94-47d7-b2e0-e2b256b90f44,A03,6,60 mq,"9.2250306, 45.439808",62038,Residenziale singolo,D18,FALSE,FALSE
2021,b9222fbb-8ffb-40cf-be94-16aecc7d4ce4,A04,7,4 vani,"9.2289458, 45.4390327",200000,Residenziale singolo,D18,FALSE,FALSE
2021,5172f485-4d4c-4a44-a82b-c86c4fe0d878,A03,7,69 mq,"9.2289458, 45.4390327",195000,Residenziale singolo,D18,FALSE,FALSE
2021,cd258658-9da0-4e7b-9f2e-29e28af062f5,A02,7,116 mq,"9.2280773, 45.4394293",306600,Residenziale singolo,D18,FALSE,FALSE
2021,b2c1b730-f267-473e-a561-1a29715d7479,A03,10,41 mq,"9.2272855, 45.4393492",140000,Residenziale singolo,D18,FALSE,['22 mq']
2021,7b921494-cac9-419d-89b5-aa5bfb5bf23f,A03,11,60 mq,"9.2272855, 45.4393492",175000,Residenziale singolo,D18,FALSE,FALSE
2021,6d303ea9-8384-47db-9ddd-15b5adc53dce,A03,12,41 mq,"9.22834042529320523794284023780152972426, 45.4391072376800855259545931294906235654",140000,Residenziale singolo,D18,FALSE,['23 mq']
2021,1065e450-e3d9-4ed6-b797-52dd511d6c3d,A03,12,79 mq,"9.2280773, 45.4394293",252000,Residenziale singolo,D18,FALSE,['3 mq']
2021,47e791d8-1d68-4182-9a52-f69010038623,A03,12,93 mq,"9.2289458, 45.4390327",305000,Residenziale singolo,D18,FALSE,FALSE
2021,35ddddb8-9a2d-48fa-9868-e6e1a6594b70,A03,2,3 vani,"9.2336854, 45.4360693",118000,Residenziale singolo,D18,FALSE,['9 mq']
2021,2a108353-b203-4ca6-8fd6-e1993734e54e,A03,2,5.5 vani,"9.23667410196885847309934567093965383204, 45.434992290759279466635398744152238525",170000,Residenziale singolo,D18,FALSE,FALSE
2021,1c2e4364-05dd-4cec-9803-73903f1d53c8,A02,2,4 vani,"9.22794106280451803276486441435203662147, 45.4387284779185206011970868344711991616",153000,Residenziale singolo,D18,['50 mq'],FALSE
2021,1d75e03d-a719-412b-a3ae-3fa6c094e091,A03,2,2.5 vani,"9.2367142, 45.4349879",132000,Residenziale singolo,D18,FALSE,['2 mq']
2021,50551b82-75fd-4c60-8989-31d9fc6bd870,A02,2,4.5 vani,"9.2336854, 45.4360693",275000,Residenziale singolo,D18,['16 mq'],FALSE
2021,eabed31a-0986-4aa9-9714-f1b5e3078517,A03,3,5.5 vani,"9.2335412, 45.4368079",125000,Residenziale singolo,D18,FALSE,FALSE
2021,45dff267-a5e2-4dde-a30c-eaacbb55136b,A03,4,90 mq,"9.2336854, 45.4360693",335000,Residenziale singolo,D18,FALSE,FALSE
2021,f413f646-bcec-4b18-bd66-f60abe108c00,A03,4,76 mq,"9.23667410196885847309934567093965383204, 45.434992290759279466635398744152238525",171000,Residenziale singolo,D18,FALSE,['4 mq']
2021,6e9432d9-992e-4636-9e16-feec720bdaed,A03,4,43 mq,"9.2376151, 45.4340485",33106,Residenziale singolo,D18,FALSE,FALSE
2021,eac885fc-3903-433e-8452-8db101dbd361,A03,4,60 mq,"9.2336854, 45.4360693",193000,Residenziale singolo,D18,FALSE,FALSE
2021,cf1601ea-abcb-41c8-8db3-39f2e5130cea,A02,5,64 mq,"9.2366972, 45.4353653",17000,Residenziale singolo,D18,FALSE,FALSE
2021,6f76bc9e-400f-4c47-afa1-0acaf61ed885,A03,6,75 mq,"9.23667410196885847309934567093965383204, 45.434992290759279466635398744152238525",200000,Residenziale singolo,D18,FALSE,FALSE
2021,9ee3bc4b-da28-4796-a2a5-7f08c6b355b9,A03,7,66 mq,"9.234946, 45.4351988",185000,Residenziale singolo,D18,FALSE,FALSE
2021,177a6bc8-c9eb-43fd-a487-a5409bb97771,A02,7,81 mq,"9.2336834, 45.4366694",290000,Residenziale singolo,D18,['16 mq'],FALSE
2021,c8a13a34-9285-4779-ba63-14c72d9a210d,A02,7,147 mq,"9.2335412, 45.4368079",550000,Residenziale singolo,D18,['22 mq'],FALSE
2021,01ab407a-4130-4ddd-9d89-6694dd5654f5,A04,7,20 mq,"9.2365341, 45.4346304",31000,Residenziale singolo,D18,FALSE,FALSE
2021,24d6628b-3ac5-4b04-8a3c-7518913cf7eb,A04,7,37 mq,"9.23667410196885847309934567093965383204, 45.434992290759279466635398744152238525",90000,Residenziale singolo,D18,FALSE,FALSE
2021,43604c47-9f8b-411d-aaf5-42f934e740da,A03,9,72 mq,"9.23477114523213, 45.435315850467",235000,Residenziale singolo,D18,FALSE,FALSE
2021,6f90d532-6b0e-4383-a001-53f9e47b8cd3,A03,9,98 mq,"9.2336834, 45.4366694",100064,Residenziale singolo,D18,FALSE,FALSE
2021,05634593-65b7-4804-b902-4c9e5dc49e1a,A03,10,76 mq,"9.2335412, 45.4368079",210000,Residenziale singolo,D18,FALSE,FALSE
2021,41e75e09-f7b4-4afa-99e2-189a668ef359,A03,10,97 mq,"9.2335412, 45.4368079",280000,Residenziale singolo,D18,['13 mq'],FALSE
2021,596f8fd7-91a7-43c0-9ffe-9ea8eec22009,A02,10,58 mq,"9.2278066, 45.438683",220000,Residenziale singolo,D18,['12 mq'],FALSE
2021,32393f6d-7a0b-40bc-bd33-aa5b42f1b68f,A02,10,79 mq,"9.2260311, 45.438826",285000,Residenziale singolo,D18,['31 mq'],FALSE
2021,8364c083-cc76-49b6-b172-7ef178afd264,A02,11,50 mq,"9.2336854, 45.4360693",205000,Residenziale singolo,D18,['15 mq'],FALSE
2021,ed1d5ef9-4eda-4983-8bd0-50c18e1b383b,A03,11,72 mq,"9.23317373527490289750678738231082931751, 45.436445216534071744248148721768014833",205000,Residenziale singolo,D18,FALSE,FALSE
2021,2dca437f-a9aa-4b2a-9a5c-00fdd0809a25,A03,12,46 mq,"9.23667410196885847309934567093965383204, 45.434992290759279466635398744152238525",120000,Residenziale singolo,D18,FALSE,FALSE
2021,d8fbef85-f75d-4a88-abe1-8b26e4287da5,A03,12,65 mq,"9.22794106280451803276486441435203662147, 45.4387284779185206011970868344711991616",190000,Residenziale singolo,D18,FALSE,['3 mq']
2021,bc45e6c9-73e0-4391-be67-242fba04094e,A02,5,67 mq,"9.2316973, 45.4406424",229500,Residenziale singolo,D18,FALSE,FALSE
2021,ea6b8d80-9a9c-40df-8ee9-2a545189b280,A02,5,74 mq,"9.2279815, 45.4404048",224080,Residenziale singolo,D18,FALSE,FALSE
2021,517ea63e-b88c-4820-be3a-ca5ef36f6d77,A02,5,67 mq,"9.2316973, 45.4406424",245500,Residenziale singolo,D18,FALSE,FALSE
2021,fcbcfbf3-9cb6-4644-bf23-6cc3a617647c,A02,5,67 mq,"9.2316973, 45.4406424",257132,Residenziale singolo,D18,FALSE,FALSE
2021,a866ccca-68ad-498e-a256-0bb7bbf1a325,A02,5,67 mq,"9.2316973, 45.4406424",231810,Residenziale singolo,D18,FALSE,FALSE
2021,c7da7947-d320-4494-88c1-9c9032a7f1c9,A02,5,75 mq,"9.2316973, 45.4406424",277400,Residenziale singolo,D18,FALSE,FALSE
2021,48576a8d-6279-4191-b9dc-230c117d1742,A02,5,66 mq,"9.2316973, 45.4406424",209000,Residenziale singolo,D18,FALSE,FALSE
2021,5c7e9d35-0431-4536-9070-d769d747e3e9,A02,5,66 mq,"9.2316973, 45.4406424",258317,Residenziale singolo,D18,FALSE,FALSE
2021,276465aa-1ed3-43a8-9bf8-18dbf04dfd1f,A02,5,75 mq,"9.2316973, 45.4406424",307132,Residenziale singolo,D18,FALSE,FALSE
2021,262b0d83-0fbc-46bd-be86-c2e1a280b41c,A02,5,66 mq,"9.2316973, 45.4406424",238000,Residenziale singolo,D18,FALSE,FALSE
2021,7f84917c-4d8e-433b-9a6b-5c2810460e7f,A02,5,76 mq,"9.2316973, 45.4406424",269670,Residenziale singolo,D18,FALSE,FALSE
2021,c777bc78-9e76-45df-82b0-a11e5b0112a6,A02,5,66 mq,"9.2316973, 45.4406424",222500,Residenziale singolo,D18,FALSE,FALSE
2021,06eb4b2b-c0be-4558-ba56-ecf2182f3b8f,A02,5,67 mq,"9.2316973, 45.4406424",241132,Residenziale singolo,D18,FALSE,FALSE
2021,5545fff8-6e7f-43a4-a0ca-35870331d760,A02,6,76 mq,"9.2316973, 45.4406424",247210,Residenziale singolo,D18,FALSE,FALSE
2021,f168c55d-4d69-450b-aa07-d3d792fa129b,A02,6,76 mq,"9.2316973, 45.4406424",302500,Residenziale singolo,D18,FALSE,FALSE
2021,c5c14fac-5c17-44e5-b563-45aa345b5c5c,A02,6,74 mq,"9.2316973, 45.4406424",230890,Residenziale singolo,D18,FALSE,FALSE
2021,dfa3f8fe-84c8-4099-9ab4-10b2cbc6a8c5,A02,6,75 mq,"9.2316973, 45.4406424",272400,Residenziale singolo,D18,FALSE,FALSE
2021,fcc20522-fe4b-4e5a-a644-9d65518166d3,A02,6,74 mq,"9.2316973, 45.4406424",288000,Residenziale singolo,D18,FALSE,FALSE
2021,20052bb7-99d0-46a6-a764-7fcdcd98b01b,A02,6,74 mq,"9.2316973, 45.4406424",279132,Residenziale singolo,D18,FALSE,FALSE
2021,4384d9c1-d518-4dbf-baf1-9f7516367b79,A02,6,74 mq,"9.2316973, 45.4406424",274000,Residenziale singolo,D18,FALSE,FALSE
2021,3e04e450-61a2-4d5a-8bec-3fb0070187a0,A02,6,74 mq,"9.2316973, 45.4406424",260500,Residenziale singolo,D18,FALSE,FALSE
2021,c012a05e-e0b2-480e-9546-f614f7024110,A02,6,67 mq,"9.2316973, 45.4406424",288317,Residenziale singolo,D18,FALSE,FALSE
2021,e46cceae-89ce-4816-8a85-53742c900209,A02,6,51 mq,"9.2316973, 45.4406424",181500,Residenziale singolo,D18,FALSE,FALSE
2021,fc5461f4-dc1a-4ee0-bf21-8d62c81f2831,A02,6,52 mq,"9.2316973, 45.4406424",177500,Residenziale singolo,D18,FALSE,FALSE
2021,7fc5a2d8-3974-4184-b2f7-b3e24f54e138,A02,6,123 mq,"9.2316973, 45.4406424",349242,Residenziale singolo,D18,FALSE,FALSE
2021,83a32ea3-ea14-46a9-89bc-ee8fd437869b,A02,6,76 mq,"9.2316973, 45.4406424",254000,Residenziale singolo,D18,FALSE,FALSE
2021,c6875acb-0c37-4798-a39b-7b6869ed4288,A02,6,74 mq,"9.2316973, 45.4406424",239480,Residenziale singolo,D18,FALSE,FALSE
2021,b5312a6c-de89-40cb-adfa-56bd872103b6,A02,7,74 mq,"9.2316973, 45.4406424",250500,Residenziale singolo,D18,FALSE,FALSE
2021,483993b8-6a58-4d33-9fca-6375ed04f443,A02,7,67 mq,"9.2316973, 45.4406424",281500,Residenziale singolo,D18,FALSE,FALSE
2021,db2fe9f5-38a1-4911-89a9-f6043408c4a4,A02,7,75 mq,"9.2316973, 45.4406424",269670,Residenziale singolo,D18,FALSE,FALSE
2021,7ee08075-30d6-49db-aa64-52acb90a726d,A02,7,52 mq,"9.2316973, 45.4406424",172000,Residenziale singolo,D18,FALSE,FALSE
2021,eb4d4455-9f30-411b-864b-68cfaf8a8fd2,A02,7,66 mq,"9.2316973, 45.4406424",216000,Residenziale singolo,D18,FALSE,FALSE
2021,bee0e734-1c29-406b-829b-a40694c00797,A02,7,66 mq,"9.2316973, 45.4406424",266500,Residenziale singolo,D18,FALSE,FALSE
2021,3878864e-d6b6-4ec0-abe5-cf633d2249b5,A02,7,74 mq,"9.2316973, 45.4406424",284000,Residenziale singolo,D18,FALSE,FALSE
2021,314b07a9-a518-47e6-983a-a25dcdf7aa51,A02,7,114 mq,"9.2316973, 45.4406424",370800,Residenziale singolo,D18,FALSE,FALSE
2021,71097a08-b940-4084-8a4f-f6d75568f36b,A02,7,75 mq,"9.2316973, 45.4406424",285160,Residenziale singolo,D18,FALSE,FALSE
2021,f09ef0b6-0a2e-408e-a0f0-c531079d05ea,A02,7,74 mq,"9.2316973, 45.4406424",242132,Residenziale singolo,D18,FALSE,FALSE
2021,565b4a0c-77df-40ba-bdad-817570c0a5ec,A02,7,68 mq,"9.2316973, 45.4406424",274500,Residenziale singolo,D18,FALSE,FALSE
2021,32da2c3b-6a28-41b3-8c01-8cc6271b36fb,A02,7,75 mq,"9.2316973, 45.4406424",292500,Residenziale singolo,D18,FALSE,FALSE
2021,bb1765a7-eb3a-41ef-a3ad-b004ea0fa7ff,A02,8,67 mq,"9.2316973, 45.4406424",236690,Residenziale singolo,D18,FALSE,FALSE
2021,843bf030-fefe-438a-a893-3679b4f5c253,A02,9,67 mq,"9.2316973, 45.4406424",247000,Residenziale singolo,D18,FALSE,FALSE
2021,341268af-38d0-41ea-97e9-9bd7ed45e4a8,A02,9,52 mq,"9.2316973, 45.4406424",175798,Residenziale singolo,D18,FALSE,FALSE
2021,bf398c7d-8d81-4b35-9120-9389f363d624,A02,9,67 mq,"9.2316973, 45.4406424",248250,Residenziale singolo,D18,FALSE,FALSE
2021,4914f27a-94f4-4bfb-96a9-207f0f5cf0e6,A02,9,63 mq,"9.2316973, 45.4406424",207932,Residenziale singolo,D18,FALSE,FALSE
2021,52eab75d-2bfa-4064-90ef-ef51e99e9e43,A02,9,53 mq,"9.2316973, 45.4406424",180806,Residenziale singolo,D18,FALSE,FALSE
2021,7cb28ae5-6b9f-40eb-b57d-8e1f7adc81e2,A02,10,67 mq,"9.2316973, 45.4406424",273500,Residenziale singolo,D18,FALSE,FALSE
2021,d4bda397-5464-483d-8abe-8abe002cc1dc,A02,10,74 mq,"9.2316973, 45.4406424",232217,Residenziale singolo,D18,FALSE,FALSE
2021,37ac9e4f-7030-4c57-beda-a40fd6b6ba28,A03,1,5 vani,"9.2275534, 45.4408852",240000,Residenziale singolo,D18,FALSE,FALSE
2021,7066239c-e44e-49e2-8b5a-693abb681f4d,A03,2,4 vani,"9.2283028, 45.440858",130000,Residenziale singolo,D18,FALSE,FALSE
2021,0d5773ed-3222-4a6b-aa0b-61d03fc427a4,A03,3,4 vani,"9.2283028, 45.440858",205000,Residenziale singolo,D18,FALSE,FALSE
2021,4c7cc945-21b6-4c38-816d-c49aab585ce7,A03,7,65 mq,"9.2272232, 45.4406077",150000,Residenziale singolo,D18,FALSE,FALSE
2021,444b2987-9e69-4b7d-bba7-db12e63775c2,A03,7,62 mq,"9.2285363, 45.4410867",150000,Residenziale singolo,D18,FALSE,FALSE
2021,493581a4-baca-49f7-8698-e041eb3fddd6,A03,7,43 mq,"9.2271324685502157914976396865043275177, 45.4406576076570676366953938130204075279",165000,Residenziale singolo,D18,FALSE,FALSE
2021,734836c7-bfd1-49c3-a55f-8567a58adccc,A03,10,62 mq,"9.22819743304083364778297281639478306028, 45.4412938519185969523061236371293959602",177000,Residenziale singolo,D18,FALSE,FALSE
2021,a6d16007-f924-4669-ab3d-efb7f079e245,A03,11,62 mq,"9.2283028, 45.440858",200000,Residenziale singolo,D18,FALSE,['2 mq']
2021,2a86c813-4ebd-45e1-a275-727956b5e501,A03,1,4 vani,"9.23035803630695963709232951434145318065, 45.4426595137371182590369295152255139839",250000,Residenziale singolo,D18,FALSE,FALSE
2021,fd655cef-a89b-4a27-8dd5-18ade5e509bf,A03,1,5 vani,"9.2303575, 45.4426609",585000,Residenziale singolo,D18,['31 mq'],FALSE
2021,dccdc6f3-1283-426d-943f-f5572356bd39,A03,3,4 vani,"9.2276925, 45.4423335",245000,Residenziale singolo,D18,FALSE,FALSE
2021,a41fe48b-6258-46e3-9dc5-868d6702889d,A03,3,4 vani,"9.2268924, 45.4411642",220000,Residenziale singolo,D18,FALSE,FALSE
2021,adcb3582-6f58-4f48-b1e8-7f2cd0d0c973,A03,5,57 mq,"9.23067148623247, 45.4432165938089",220000,Residenziale singolo,D18,FALSE,FALSE
2021,7f023778-c3ae-466b-9da4-15c149c3e6ad,A03,6,102 mq,"9.2303575, 45.4426609",450000,Residenziale singolo,D18,['12 mq'],FALSE
2021,1a234fec-8cca-4e12-b463-461b66d2997c,A03,9,65 mq,"9.23035803630695963709232951434145318065, 45.4426595137371182590369295152255139839",195000,Residenziale singolo,D18,FALSE,FALSE
2021,ec98f6b8-2df8-4fbe-9d59-b695b0e1c0a1,A03,11,98 mq,"9.22688050912124533437633800926124936157, 45.4411362091213862433126332312191893369",340000,Residenziale singolo,D18,FALSE,FALSE
2021,e8728028-bf70-4257-aa29-ceeba240298b,A03,11,61 mq,"9.2303575, 45.4426609",215000,Residenziale singolo,D18,FALSE,FALSE
2021,0e3452c5-f96e-429d-a66a-b716f84bbbd6,A02,5,58 mq,"9.2311427, 45.4403328",212500,Residenziale singolo,D18,FALSE,FALSE
2021,849f40ce-9327-463f-b564-4624e25f2e29,A02,5,62 mq,"9.2311427, 45.4403328",203000,Residenziale singolo,D18,FALSE,FALSE
2021,c31a8470-7425-4380-a61c-0b052dd82bee,A02,5,131 mq,"9.2311427, 45.4403328",450830,Residenziale singolo,D18,FALSE,FALSE
2021,d328fffe-f5e3-4ece-a13c-de9816708714,A02,5,58 mq,"9.2311427, 45.4403328",221802,Residenziale singolo,D18,FALSE,FALSE
2021,97a26b40-e55f-4204-bfcd-b2eed4f8d6ac,A02,5,57 mq,"9.2311427, 45.4403328",202800,Residenziale singolo,D18,FALSE,FALSE
2021,872ed879-08ef-42d8-852e-eac59173af81,A02,5,60 mq,"9.2311427, 45.4403328",229132,Residenziale singolo,D18,FALSE,FALSE
2021,07397161-f621-49c1-8b26-9cab4f0ed3cf,A02,5,62 mq,"9.2311427, 45.4403328",249500,Residenziale singolo,D18,FALSE,FALSE
2021,0cd7229a-05a2-4ea1-a661-937f1b7c5739,A02,5,62 mq,"9.2311427, 45.4403328",222500,Residenziale singolo,D18,FALSE,FALSE
2021,69be10a1-2771-4fef-b4fb-0f47da8bbe02,A02,5,60 mq,"9.2311427, 45.4403328",206000,Residenziale singolo,D18,FALSE,FALSE
2021,a3ac73ce-1f78-464c-b306-fa69b5984f31,A02,5,60 mq,"9.2311427, 45.4403328",236500,Residenziale singolo,D18,FALSE,FALSE
2021,bf06ea7f-00b4-4ed5-bbe4-5e17b85fb295,A02,5,40 mq,"9.2311427, 45.4403328",157500,Residenziale singolo,D18,FALSE,FALSE
2021,6f716feb-eb54-4783-8f3d-c405b3ae49c1,A02,5,40 mq,"9.2311427, 45.4403328",166940,Residenziale singolo,D18,FALSE,FALSE
2021,af63fa9b-9626-4709-be9a-dbe4c218fd12,A02,5,63 mq,"9.2311427, 45.4403328",246500,Residenziale singolo,D18,FALSE,FALSE
2021,0201b5bf-f480-41fc-8f70-a01937cf2983,A02,5,131 mq,"9.2311427, 45.4403328",440940,Residenziale singolo,D18,FALSE,FALSE
2021,87a6457b-3d6b-456d-ac7e-678e299113cb,A02,5,40 mq,"9.2311427, 45.4403328",135690,Residenziale singolo,D18,FALSE,FALSE
2021,3029579b-97c5-4975-b671-8d65267e6332,A02,5,63 mq,"9.2311427, 45.4403328",228922,Residenziale singolo,D18,FALSE,FALSE
2021,95fb2aaf-cc6a-458d-81ef-4e2abeb65dba,A02,5,60 mq,"9.2311427, 45.4403328",204270,Residenziale singolo,D18,FALSE,FALSE
2021,3e51b7f2-475f-4f62-9cfc-8a29ae3a86b9,A02,5,63 mq,"9.2311427, 45.4403328",236540,Residenziale singolo,D18,FALSE,FALSE
2021,51efeb8c-e963-4097-ac23-303e145894ef,A02,5,61 mq,"9.2311427, 45.4403328",262500,Residenziale singolo,D18,FALSE,FALSE
2021,3d2063f2-9496-4f62-83ed-35dfd3740c54,A02,5,63 mq,"9.2311427, 45.4403328",207252,Residenziale singolo,D18,FALSE,FALSE
2021,ad7eb862-1602-4c7d-8f2c-61f7a2ff072b,A02,6,63 mq,"9.2311427, 45.4403328",221670,Residenziale singolo,D18,FALSE,FALSE
2021,7dbb28b5-f9c9-473c-abe1-bfe8c6f30665,A02,6,49 mq,"9.2311427, 45.4403328",182500,Residenziale singolo,D18,FALSE,FALSE
2021,a9593679-1c3d-471f-8fc2-f13327f9b1e9,A02,6,49 mq,"9.2311427, 45.4403328",181500,Residenziale singolo,D18,FALSE,FALSE
2021,6006b218-3b44-48ed-9eb0-92d2449114a1,A02,6,40 mq,"9.2311427, 45.4403328",178000,Residenziale singolo,D18,FALSE,FALSE
2021,761a8ee3-75e6-4096-9825-d185bb58bf04,A02,6,59 mq,"9.2311427, 45.4403328",221170,Residenziale singolo,D18,FALSE,FALSE
2021,c4f9a0dc-6da0-469d-8fad-38952f34d3ab,A02,7,40 mq,"9.2311427, 45.4403328",125000,Residenziale singolo,D18,FALSE,FALSE
2021,ca935683-b641-4580-80bd-d173c8a5f210,A02,7,50 mq,"9.2311427, 45.4403328",186500,Residenziale singolo,D18,FALSE,FALSE
2021,477819f3-b6fd-4b5b-864a-1f8c22763420,A02,7,51 mq,"9.2311427, 45.4403328",186980,Residenziale singolo,D18,FALSE,FALSE
2021,d6b665dd-3c05-43d9-954c-01caa901600f,A02,7,60 mq,"9.2311427, 45.4403328",192920,Residenziale singolo,D18,FALSE,FALSE
2021,f787ac96-5eb0-4a9b-9a2f-975a3a952eb5,A02,7,59 mq,"9.2311427, 45.4403328",180450,Residenziale singolo,D18,FALSE,FALSE
2021,95c7c19c-f198-490a-bc28-2d133e51e8e2,A02,7,58 mq,"9.2311427, 45.4403328",238500,Residenziale singolo,D18,FALSE,FALSE
2021,afd124fd-700e-438b-8496-5f40e2d2cca2,A02,7,59 mq,"9.2311427, 45.4403328",240500,Residenziale singolo,D18,FALSE,FALSE
2021,c5df925f-a6a6-44be-a22e-33343a692fb7,A02,7,40 mq,"9.2311427, 45.4403328",133890,Residenziale singolo,D18,FALSE,FALSE
2021,42b51106-4338-4915-afa5-94287b79b7e4,A02,7,59 mq,"9.2311427, 45.4403328",207000,Residenziale singolo,D18,FALSE,FALSE
2021,c04c9d50-6c32-4eae-90d1-06869f8c486d,A02,7,131 mq,"9.2311427, 45.4403328",495500,Residenziale singolo,D18,FALSE,FALSE
2021,a14970d2-3d22-440b-984f-421d6636ffcd,A02,7,51 mq,"9.2311427, 45.4403328",186727,Residenziale singolo,D18,FALSE,FALSE
2021,602c05ab-245f-41a1-a750-96702c05da8d,A02,9,53 mq,"9.2311427, 45.4403328",168000,Residenziale singolo,D18,FALSE,FALSE
2021,eec2a4bd-0273-461a-8cdc-fb21cb7804fa,A02,9,60 mq,"9.2311427, 45.4403328",194600,Residenziale singolo,D18,FALSE,FALSE
2021,f732e751-8d18-4f74-b3e8-9503900bcb75,A02,9,62 mq,"9.2311427, 45.4403328",229000,Residenziale singolo,D18,FALSE,FALSE
